id,transactionId,deliveryDate,deliveryLocation,numberOfShipments,nopol,notes,status,geom,createdAt,updatedAt,details
b40d611b-e72d-45f0-b3c3-2264694f6dc3,ee0f99f4-1703-427c-acef-55ff14da1b98,2026-03-13 00:00:00,"JL, KALIURANG, CANDI, SARDONOHARJO, MGAGLIK, SLEMAN",3,AB 8098 PK,,DELIVERED,,2026-03-13 02:16:51.632,2026-03-13 02:16:51.784,Auto generated dari transaksi TRX-2026-00089. Driver: AKHMAD KHOIRUL BARIUSYAFI
fd31509f-41e1-43e1-bb67-a4195fa010bc,073bb8e2-b80f-4926-bf8d-57dd37648aea,2026-03-13 00:00:00,"Jl. Jogja - Solo No.KM.12, RW.5, Kringinan, Tirtomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571",4,AB 8098 PK,,DELIVERED,,2026-03-13 04:17:06.969,2026-03-13 04:17:07.136,Auto generated dari transaksi TRX-2026-00090. Driver: AKHMAD KHOIRUL BARIUSYAFI
113eef19-ed7f-4166-96ab-fc8186638f5b,3d5f1e56-655e-48c2-b37b-b913217a4b30,2026-03-13 00:00:00,"JL RAYA  SOLO - YOGYAKARTA, KM 13, KARANG KALASAN, TIRTOMARTANI, KALASAN, SLEMAN",2,AB 8098 PK,,DELIVERED,,2026-03-13 04:29:42.738,2026-03-13 04:29:42.877,Auto generated dari transaksi TRX-2026-00091. Driver: AKHMAD KHOIRUL BARIUSYAFI
9dc68b69-7e3c-4a0d-8efc-2afe3ded1bc5,ba5acd3d-a1a4-48a4-a805-8feafd07c7a5,2026-03-13 00:00:00,"JL. CANGKRINGAN, KRINGINAN, TIRTOMARTANI, KALASAN, SLEMAN",1,AB 8098 PK,,DELIVERED,,2026-03-13 04:31:37.03,2026-03-13 04:31:37.151,Auto generated dari transaksi TRX-2026-00092. Driver: AKHMAD KHOIRUL BARIUSYAFI
1bd4a51c-1863-4cd6-8b87-af9ebf3b0f6a,d6b4fd15-1b96-4b1a-88e5-a04f5c0d8ba0,2026-03-13 00:00:00,"JL. AMARTA NO. B28, MALANGREJO, WEDOMARTANI, NGEMPLAK, SLEMAN",2,AB 8098 PK,,DELIVERED,,2026-03-13 05:47:22.712,2026-03-13 05:47:22.879,Auto generated dari transaksi TRX-2026-00093. Driver: AKHMAD KHOIRUL BARIUSYAFI
e44c41e5-0212-4870-83ca-ce1211d19ae1,ba818ce7-b286-4ea5-83f1-67c9b4e76c46,2026-03-12 00:00:00,TOKO MU,10,AB 8839 UF,120ml : 10 220ml : 10,DELIVERED,,2026-03-12 08:05:03.942,2026-03-14 15:22:28.2,Auto generated dari transaksi TRX-2026-00072. Driver: LATHIEF NUR S
53344116-0b24-49f9-a434-a97c8e28c0af,13a7aa4d-cc8e-464c-b68f-1e34a204dd16,2026-03-13 00:00:00,"MALANGREJO, WEDOMARTANI, NGEMPLAK, SLEMAN",1,AB 8098 PK,,DELIVERED,,2026-03-13 05:54:58.2,2026-03-13 05:54:58.336,Auto generated dari transaksi TRX-2026-00094. Driver: AKHMAD KHOIRUL BARIUSYAFI
b973e436-12eb-4838-a764-06a0521fccae,4e857ac0-8b8f-4d63-a8cd-68884f4d89b9,2026-03-13 00:00:00,"JL KANTIL NO.5, BLOTAN, WEDOMARTANI NGEMPLAK SLEMAN",4,AB 8098 PK,,DELIVERED,,2026-03-13 06:00:55.907,2026-03-13 06:00:56.063,Auto generated dari transaksi TRX-2026-00096. Driver: AKHMAD KHOIRUL BARIUSYAFI
81d7dc6c-566a-48f2-8276-b5ee990f102d,9281106e-4381-4cba-8657-f00c7187b5e0,2026-03-13 00:00:00,"JL. RAYA BAKUNGAN, WEDOMARTANI, NGEMPLAK, SLEMAN",7,AB 8098 PK,,DELIVERED,,2026-03-13 06:28:26.616,2026-03-13 06:28:26.757,Auto generated dari transaksi TRX-2026-00097. Driver: AKHMAD KHOIRUL BARIUSYAFI
ac7d1d6b-c55f-411b-8f9a-b35ad4021923,a71e2bd5-f729-4f37-93f6-a45a2400a181,2026-03-13 00:00:00,"JL KALIURANG NO 14,5, TJ. MANDING, UMBULMARTANI, NGEMPLAK, SLEMAN, DIY 55584",3,AB 8098 PK,,DELIVERED,,2026-03-13 07:21:22.262,2026-03-13 07:21:22.457,Auto generated dari transaksi TRX-2026-00098. Driver: AKHMAD KHOIRUL BARIUSYAFI
5245512c-d33e-44d6-91ed-8ca66609b832,4adfe732-e3bb-440d-83f0-54ceac79b095,2026-03-13 00:00:00,"JL.KALIURANG, NGEMPLAK, UMBULMARTANI, SLEMAN",2,AB 8098 PK,,DELIVERED,,2026-03-13 07:25:55.69,2026-03-13 07:25:55.825,Auto generated dari transaksi TRX-2026-00099. Driver: AKHMAD KHOIRUL BARIUSYAFI
848ce7bd-5d26-4225-94ac-ea0e4f8643a9,61439643-9a9d-42a7-b3ce-68bc38379a5a,2026-03-13 00:00:00,"Kalidadap, Harjobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582",3,AB 8098 PK,,DELIVERED,,2026-03-13 07:34:38.236,2026-03-13 07:34:38.39,Auto generated dari transaksi TRX-2026-00100. Driver: AKHMAD KHOIRUL BARIUSYAFI
99023d39-647b-4ba3-a95c-2ab74b17b8f4,bb8147c2-1674-4730-a30e-ae0a1cf7bd23,2026-03-13 00:00:00,"JL. KALIURANG SUKANAN, PAKEMBINANGUN, PAKEM, SLEMAN",3,AB 8098 PK,,DELIVERED,,2026-03-13 07:43:46.016,2026-03-13 07:43:46.177,Auto generated dari transaksi TRX-2026-00101. Driver: AKHMAD KHOIRUL BARIUSYAFI
cacc1e9e-e607-42f0-8bd3-fe36fb63c36f,0f7c573c-290f-4d59-bcae-560689e3acf1,2026-03-13 00:00:00,Alamat tidak tersedia,11,AB 8098 PK,,DELIVERED,,2026-03-13 08:26:30.393,2026-03-13 08:26:31.032,Auto generated dari transaksi TRX-2026-00102. Driver: AKHMAD KHOIRUL BARIUSYAFI
df6e9861-0dc9-4f1a-b82e-f5ab4d6b6e8a,2bc8c466-a158-4c1e-86ef-6d66e49693ef,2026-03-13 00:00:00,AHASS PANMAS,3,AB 8839 UF,240ml : 3,DELIVERED,,2026-03-13 08:38:44.823,2026-03-13 08:38:44.949,Auto generated dari transaksi TRX-2026-00105. Driver: LATHIEF NUR S
06dbb2e8-35f0-4c4b-a8cd-19d99f75eab0,7b2bba4c-f231-4ad0-8d79-63b791db3e7b,2026-03-13 00:00:00,"JL. TARAMAN RAYA, TARANAN, SINDUHARJO, MGAGLIK, SLEMAN",80,AB 8839 UF,120ml : 80 240ml : 8,DELIVERED,,2026-03-13 08:40:09.128,2026-03-13 08:40:09.299,Auto generated dari transaksi TRX-2026-00106. Driver: LATHIEF NUR S
be320ee6-2b02-4e47-94e3-e3ca9a022af1,19288f72-9ace-4145-92f7-8300d8d6267e,2026-03-13 00:00:00,"JL MAGELANG JL GITO GATI NO KM9, DENGGUNG, TRIDADI, SLEMAN, DIY",9,AB 8446 AY,,PENDING,,2026-03-13 09:35:01.373,2026-03-13 09:35:01.373,Auto generated dari transaksi TRX-2026-00111. Driver: AGUS SUYANTO
20989439-48b4-4bb9-b15a-b3d1412faf88,f75bf08e-c95d-40f4-bebf-55355ddb5f85,2026-03-11 00:00:00,"JL BANTUL KM10, MELIKAN LOR, BANTUL, BANTUL, DIY",4,AB 8446 AY,,DELIVERED,,2026-03-13 09:41:23.282,2026-03-13 09:41:23.49,Auto generated dari transaksi TRX-2026-00115. Driver: AGUS SUYANTO
f75667a0-78ea-47b6-b928-37d6f25155b0,1ae6c856-e040-4ced-b8c9-5e879b282323,2026-03-13 00:00:00,"7F26+MG Purwomartani, Sleman Regency, Special Region of Yogyakarta",7,AB 8839 UF,240ml : 7 220ml : 1,DELIVERED,,2026-03-13 09:42:31.218,2026-03-13 09:42:31.354,Auto generated dari transaksi TRX-2026-00116. Driver: LATHIEF NUR S
66373d9e-7dfa-43d4-bcab-af831d6576ff,aec505d6-8198-4bf9-8434-8a161474244a,2026-03-13 00:00:00,NDALEM NURIYAT,5,AB 8839 UF,600ml : 5,DELIVERED,,2026-03-13 09:44:45.361,2026-03-13 09:44:45.505,Auto generated dari transaksi TRX-2026-00119. Driver: LATHIEF NUR S
19ee3bb7-ed89-4a84-9e20-5d3548ec632c,93730994-6e4f-49fc-b01a-9e0270db5d13,2026-03-13 00:00:00,"JL. TARAMAN RAYA, TARANAN, SINDUHARJO, MGAGLIK, SLEMAN",8,AB 8839 UF,120ml : 80 240ml : 8,DELIVERED,,2026-03-13 08:40:09.146,2026-03-13 09:45:14.185,Auto generated dari transaksi TRX-2026-00107. Driver: LATHIEF NUR S
6156be7a-68ac-4943-9c9e-469ee6f19e49,2d2aa692-d025-4c12-abc6-492d22f6cf0a,2026-03-13 00:00:00,"7F26+MG Purwomartani, Sleman Regency, Special Region of Yogyakarta",1,AB 8839 UF,240ml : 7 220ml : 1,DELIVERED,,2026-03-13 09:42:31.232,2026-03-13 09:45:18.99,Auto generated dari transaksi TRX-2026-00117. Driver: LATHIEF NUR S
55f2acbe-fde6-4bd0-8939-ec83a6ded287,8aff006d-e083-4e4c-a5e8-07df78a3ee2a,2026-03-14 00:00:00,"JL PATANG PULUHAN NO 28, PATANG PULUHAN, WIROBRAJAN, YOGYAKARTA, DIY",2,AB 8446 AY,,PENDING,,2026-03-14 03:03:48.395,2026-03-14 03:03:48.395,Auto generated dari transaksi TRX-2026-00120. Driver: AGUS SUYANTO
e6def1b9-688b-4fb0-b732-67172d43a4ba,3e49c807-d734-46f9-b730-bf6e1dcedad4,2026-03-14 00:00:00,"JL DR SUTOMO NO 19, BAUSASRAN, DANUREJAN, DIY 55211",4,AB 8446 AY,,PENDING,,2026-03-14 03:13:21.725,2026-03-14 03:13:21.725,Auto generated dari transaksi TRX-2026-00122. Driver: AGUS SUYANTO
58df80bc-233a-4a20-8b7f-de5299161b92,f9be79da-8998-4231-ab5e-f14370509fd6,2026-03-14 00:00:00,"JL. SETURAN RAYA, NO. 10A, KLEDOKAN, CATURTUNGGAL, DEPOK, SLEMAN",20,AB 8420 EJ,,DELIVERED,,2026-03-14 03:21:24.859,2026-03-14 03:21:25.019,Auto generated dari transaksi TRX-2026-00123. Driver: FANI EKO NUGROHO
1ef3a76d-f523-45f2-8772-1a8fc5833ab9,dee68712-8652-47ff-aba2-1d49bc4e26be,2026-03-14 00:00:00,Jl raya.magelang Purworejo kalimas banjarnegoro,1000,T 8290 TQ,1000,DELIVERED,,2026-03-14 03:21:51.472,2026-03-14 03:21:51.596,Auto generated dari transaksi TRX-2026-00124. Driver: BRUSLI STEVANGGIH
7de0f300-c97b-4854-8cb0-a632fca59773,2887cad3-82e3-457d-a55f-2aacd5c3a0b8,2026-03-14 00:00:00,"Jl. Bausasran No.62, RT.036/RW.07, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55112",8,AB 8446 AY,,PENDING,,2026-03-14 03:28:00.984,2026-03-14 03:28:00.984,Auto generated dari transaksi TRX-2026-00125. Driver: AGUS SUYANTO
347e1968-31c0-474b-94e9-e36d0fa2508e,75e5b7b6-be67-41d2-a7c0-4ed28186295f,2026-03-14 00:00:00,"JL GAMBIRAN NO. 26, PANDEYAN, UMBULHARJO, YOGYAKARTA, DIY",1,AB 8446 AY,,DELIVERED,,2026-03-14 04:05:57.418,2026-03-14 04:05:57.621,Auto generated dari transaksi TRX-2026-00128. Driver: AGUS SUYANTO
e7ed129e-8dd6-47e8-9b28-17d7070749ee,989de199-f841-4e34-9553-7e0fb8a4c08c,2026-03-14 00:00:00,"JL PERINTIS KEMERDEKAAN NO 1, PANDEYAN, UMBULHARJO, YOGYAKARTA, DIY",3,AB 8446 AY,,DELIVERED,,2026-03-14 04:09:16.27,2026-03-14 04:09:16.427,Auto generated dari transaksi TRX-2026-00130. Driver: AGUS SUYANTO
1d3a8eb5-0de3-4017-912b-112f2049b743,b6276bde-940b-425f-b22b-7d9e3a3d82b1,2026-03-14 00:00:00,"JL NOGOBONDO III NO.500A,REJOWINANGUN,KOTAGEDE, KEC KOTAGEDE, KOTA YOGYAKARTA, DIY",2,AB 8446 AY,,DELIVERED,,2026-03-14 04:19:20.832,2026-03-14 04:19:21.006,Auto generated dari transaksi TRX-2026-00137. Driver: AGUS SUYANTO
28ef2acb-0154-4a41-8303-31f04bd83dcc,dac7ecee-d00f-425c-b9c7-67e855f6c27e,2026-03-14 00:00:00,"JL. PERINTIS KEMERDEKAAN, NO. 33, PANDEYAN, UMBULHARJO, YK",1,AB 8446 AY,,DELIVERED,,2026-03-14 04:29:40.834,2026-03-14 04:29:41.06,Auto generated dari transaksi TRX-2026-00138. Driver: AGUS SUYANTO
1e8a7304-b135-4342-86ba-00a9bb804c6d,25ea400b-3c73-4f75-9d8d-4192cf4de791,2026-03-14 00:00:00,"JL TEGALTURI NO.44, GIWANGAN,UMBULHARJO,KOTA YOGYAKARTA,DIY",2,AB 8446 AY,,PENDING,,2026-03-14 04:57:22.882,2026-03-14 04:57:22.882,Auto generated dari transaksi TRX-2026-00139. Driver: AGUS SUYANTO
9bd45f9d-f35a-459e-8ad9-043abc87d06b,acf5f595-1240-42e4-885b-148dcb8b5db6,2026-03-14 00:00:00,"JL.TEGAL TURI NO.56 GIWANGAN, UMBULHARJO,KOTA YOGYAKARTA, DIY",5,AB 8446 AY,,DELIVERED,,2026-03-14 05:08:34.229,2026-03-14 05:08:34.428,Auto generated dari transaksi TRX-2026-00140. Driver: AGUS SUYANTO
e0c5c480-f3c6-491d-8d53-fe6d3e836fb0,58d2d307-d6ae-4368-b5f7-6ce520fb01b6,2026-03-14 00:00:00,"Jl. Imogiri Tim. No.136-134, Giwangan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55163",4,AB 8446 AY,,PENDING,,2026-03-14 05:18:45.99,2026-03-14 05:18:45.99,Auto generated dari transaksi TRX-2026-00141. Driver: AGUS SUYANTO
fb08b699-e367-4f97-af37-f48a73fb22fb,c6a05d25-32d3-4d97-9bd4-1ada37712dfd,2026-03-14 00:00:00,"JL IMOGIRI TIMUR NO 139 C, GIWANGAN, UMBULHARJO, YOGYAKARTA, DIY",4,AB 8446 AY,,PENDING,,2026-03-14 05:28:19.031,2026-03-14 05:28:19.031,Auto generated dari transaksi TRX-2026-00142. Driver: AGUS SUYANTO
376e6ee9-be14-4830-9909-ad4bc2711018,fd9631b2-a04f-4c4e-bf19-f4372dafbc5f,2026-03-14 00:00:00,"Jl. Ontro Kesumo No.1, Grujugan, Tamanan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55191",7,AB 8446 AY,,DELIVERED,,2026-03-14 06:28:59.368,2026-03-14 06:28:59.544,Auto generated dari transaksi TRX-2026-00143. Driver: AGUS SUYANTO
8896c0fa-7314-4a68-9616-62b3a64bf854,ed379eea-1669-41c6-88fe-48eee5a11667,2026-03-14 00:00:00,PELEM,10,AB 8839 UF,120 : 10 240 : 3 ,DELIVERED,,2026-03-14 14:51:18.53,2026-03-14 14:51:18.7,Auto generated dari transaksi TRX-2026-00144. Driver: LATHIEF NUR S
a68a7eb3-be0f-4fdd-9265-4589fd3a02f3,195a56da-041e-43ed-b1ba-eeef3502b202,2026-03-14 00:00:00,"7CX4+R28, Jl. Pandanaran, Turen, Sardonoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",15,AB 8839 UF,120 : 15,DELIVERED,,2026-03-14 14:52:26.761,2026-03-14 14:52:26.893,Auto generated dari transaksi TRX-2026-00146. Driver: LATHIEF NUR S
c03c1072-9577-4d30-8907-0d89b2560691,55ce1392-06d1-4109-b7e3-9894d753102d,2026-03-14 00:00:00,KOROULON ,10,AB 8839 UF,120ml : 10,DELIVERED,,2026-03-14 14:53:21.577,2026-03-14 14:53:21.738,Auto generated dari transaksi TRX-2026-00147. Driver: LATHIEF NUR S
5330947a-4492-4265-bd3b-fd45efd96dfa,a86dcf61-1602-419b-aa31-e7ae58c33262,2026-03-14 00:00:00,MANISRENGGO,10,AB 8839 UF,120ml : 10,DELIVERED,,2026-03-14 14:54:08.637,2026-03-14 14:54:08.78,Auto generated dari transaksi TRX-2026-00148. Driver: LATHIEF NUR S
74cebe32-3aec-4141-a333-19b35c1d2fcc,d48f19e4-ab93-418a-9031-12313c045e0a,2026-03-14 00:00:00,MANISRENGGO,3,AB 8839 UF,120ml : 3,DELIVERED,,2026-03-14 14:55:12.112,2026-03-14 14:55:12.32,Auto generated dari transaksi TRX-2026-00149. Driver: LATHIEF NUR S
6a289de1-1cc4-473e-b662-930e78883d16,c2a4ed83-9f1b-4961-a2b6-3e4c589214a6,2026-03-14 00:00:00,MANISRENGGO,10,AB 8839 UF,120ml : 10,DELIVERED,,2026-03-14 14:56:01.972,2026-03-14 14:56:02.134,Auto generated dari transaksi TRX-2026-00150. Driver: LATHIEF NUR S
cc821699-9a11-4709-97eb-7a3b3faaf202,210acc91-2bbf-488d-ac97-54340ed6d3e2,2026-03-14 00:00:00,Jl. CANGKRINGAN,50,AB 8839 UF,120ml : 50,DELIVERED,,2026-03-14 14:58:55.8,2026-03-14 14:58:55.961,Auto generated dari transaksi TRX-2026-00153. Driver: LATHIEF NUR S
4fc6876d-e2c0-4915-9bba-0ef4d6e5b20c,6a9ee1e1-ff5f-438b-9514-515e83a8629a,2026-03-14 00:00:00,SAMBEREMBE,5,AB 8839 UF,120ml : 5 220ml : 3,DELIVERED,,2026-03-14 15:00:25.276,2026-03-14 15:00:25.437,Auto generated dari transaksi TRX-2026-00154. Driver: LATHIEF NUR S
3b79855e-4915-491b-b9e7-95c0e006b7b0,0670ed47-dde9-45e7-9744-98f796fd9118,2026-03-14 00:00:00,TOKO ELIA GROSIR,20,AB 8839 UF,120ml : 20,DELIVERED,,2026-03-14 15:01:35.349,2026-03-14 15:01:35.498,Auto generated dari transaksi TRX-2026-00156. Driver: LATHIEF NUR S
adc84f2d-e357-4c38-9eb8-f3aaa557be3b,8539c464-0dde-469f-af36-558a115df3db,2026-03-14 00:00:00,TOKO FIKRUNISA,200,AB 8839 UF,120ml : 200,DELIVERED,,2026-03-14 15:02:47.113,2026-03-14 15:02:47.25,Auto generated dari transaksi TRX-2026-00157. Driver: LATHIEF NUR S
b9c44de8-93f5-4167-9003-a1a276b1296a,a5d32be4-35b0-42b3-afbc-fbd25b6eef53,2026-03-14 00:00:00,"8FC6+PR ARGOMULYO,KEC.CANGKRINGAN,KABUPATEN SLEMAN,DAERAH ISTIMEWA YOGYAKARTA",10,AB 8839 UF,120ml : 10,DELIVERED,,2026-03-14 14:57:49.514,2026-03-14 15:06:21.369,Auto generated dari transaksi TRX-2026-00152. Driver: LATHIEF NUR S
dd26c416-c2e6-4e22-aac5-722b2175211d,254cfdbc-99bf-4a58-a584-7fa0d24a112f,2026-03-14 00:00:00,MANISRENGGO,10,AB 8839 UF,120ml : 10,DELIVERED,,2026-03-14 14:56:55.028,2026-03-14 15:06:26.053,Auto generated dari transaksi TRX-2026-00151. Driver: LATHIEF NUR S
19cea4af-88a4-44e5-89ca-cf519b24ccfc,04416179-64c9-475c-a397-8b4cd51145f8,2026-03-14 00:00:00,PELEM,3,AB 8839 UF,120 : 10 240 : 3 ,DELIVERED,,2026-03-14 14:51:18.552,2026-03-14 15:06:45.195,Auto generated dari transaksi TRX-2026-00145. Driver: LATHIEF NUR S
a0fe8f99-8000-4060-8117-1bbdf3007ed6,4c1a362b-8418-4d4a-b68c-17f241d6eba3,2026-03-14 00:00:00,SAMBEREMBE,3,AB 8839 UF,120ml : 5 220ml : 3,DELIVERED,,2026-03-14 15:00:25.29,2026-03-14 15:06:35.125,Auto generated dari transaksi TRX-2026-00155. Driver: LATHIEF NUR S
a92f4f83-ef28-491c-a2e8-0178351e23e4,5f068dbf-a9da-475c-bded-777452b6545e,2026-03-16 00:00:00,SEDOGAN,100,AB 8839 UF,120ml : 100,DELIVERED,,2026-03-16 11:37:15.432,2026-03-16 11:37:15.692,Auto generated dari transaksi TRX-2026-00185. Driver: LATHIEF NUR S
5d515796-e103-4ac2-91a7-64a0f5937bc1,4f0e9f10-bd50-447c-9bd1-82d02c331448,2026-03-14 00:00:00,"7CX5+2R Sardonoharjo, Sleman Regency, Special Region of Yogyakarta",30,AB 8839 UF,120ml : 30 240ml : 30 ,DELIVERED,,2026-03-14 15:04:11.739,2026-03-14 15:04:11.889,Auto generated dari transaksi TRX-2026-00158. Driver: LATHIEF NUR S
c9b09bb8-6139-4791-9ae4-65d5c439b4e7,fcde5b27-242d-40f9-a555-c14ec8bf3bd8,2026-03-14 00:00:00,KARANGJATI,10,AB 8839 UF,220ml : 10 330ml : 10,DELIVERED,,2026-03-14 15:05:21.483,2026-03-14 15:05:21.637,Auto generated dari transaksi TRX-2026-00160. Driver: LATHIEF NUR S
565b3d64-0eee-476e-ab0c-f8a112e1981b,b0581f86-7b27-496f-8a85-ff790b199cf5,2026-03-14 00:00:00,LATIF ARBAS,4,AB 8839 UF,120ml : 4,DELIVERED,,2026-03-14 15:06:05.154,2026-03-14 15:06:05.351,Auto generated dari transaksi TRX-2026-00162. Driver: LATHIEF NUR S
045c8c08-9c14-4f42-a29c-5b8cae220499,cf7d337a-d777-46d0-bcf0-61a053330b45,2026-03-11 00:00:00,"79XM+P56 Donoharjo, Kabupaten Sleman, Daerah Istimewa Yogyakarta",5,AB 8839 UF,120ml : 5,DELIVERED,,2026-03-11 10:45:45.166,2026-03-14 15:23:53.8,Auto generated dari transaksi TRX-2026-00038. Driver: LATHIEF NUR S
d97372a5-9888-42cc-bd3c-5e3479ef3d68,9450bfcb-1345-48e3-8c2b-0a91e552cf73,2026-03-14 00:00:00,KARANGJATI,10,AB 8839 UF,220ml : 10 330ml : 10,DELIVERED,,2026-03-14 15:05:21.496,2026-03-14 15:25:16.643,Auto generated dari transaksi TRX-2026-00161. Driver: LATHIEF NUR S
93d41583-105c-444a-82b5-d8e674313799,cac008fe-433d-4b93-900c-3cb265f71a39,2026-03-14 00:00:00,"7CX5+2R Sardonoharjo, Sleman Regency, Special Region of Yogyakarta",30,AB 8839 UF,120ml : 30 240ml : 30 ,DELIVERED,,2026-03-14 15:04:11.754,2026-03-14 15:25:21.525,Auto generated dari transaksi TRX-2026-00159. Driver: LATHIEF NUR S
51c88213-e557-43f9-bedb-75eba6fd8695,2684df00-44f2-4471-9a49-54f8a387b9e0,2026-03-16 00:00:00,"JL, KALIURANG, CANDI, SARDONOHARJO, MGAGLIK, SLEMAN",5,AB 8098 PK,,DELIVERED,,2026-03-16 03:21:15.397,2026-03-16 03:21:15.566,Auto generated dari transaksi TRX-2026-00163. Driver: AKHMAD KHOIRUL BARIUSYAFI
fa1c2601-8038-444c-95b1-043eff78ee72,35b43d7d-b514-4710-a749-cbc5f08011ab,2026-03-16 00:00:00,"JL MENTERI SUPENO NO.1OO, PANDEYAN, UMBULHARJO, DIY 55161",4,AB 8098 PK,,DELIVERED,,2026-03-16 03:29:03.87,2026-03-16 03:29:04.042,Auto generated dari transaksi TRX-2026-00164. Driver: AKHMAD KHOIRUL BARIUSYAFI
87e6aa35-d0b4-48c3-a2f5-cebc87c0126d,5dbca0da-163c-4f70-b1e3-5694518f9f50,2026-03-16 00:00:00,"JL DR SUTOMO NO 19, BAUSASRAN, DANUREJAN, DIY 55211",5,AB 8446 AY,,DELIVERED,,2026-03-16 04:07:52.148,2026-03-16 04:07:52.345,Auto generated dari transaksi TRX-2026-00166. Driver: AGUS SUYANTO
22761a4a-eafe-4b51-827d-686d6e3a6561,43b80cec-703a-403f-8694-187b017e3614,2026-03-16 00:00:00,"Jl. Mangkuyudan No.32, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",25,AB 8446 AY,,PENDING,,2026-03-16 04:09:08.589,2026-03-16 04:09:08.589,Auto generated dari transaksi TRX-2026-00167. Driver: AGUS SUYANTO
19425618-f61a-418f-b941-34d922497765,983ef1e0-55fe-4302-af35-736b00b15bda,2026-03-16 00:00:00,"JL. KUSUMANEGARA, NO 26, SEMAKI, UMBULHARJO, YK",5,AB 8446 AY,,DELIVERED,,2026-03-16 04:26:56.968,2026-03-16 04:26:57.192,Auto generated dari transaksi TRX-2026-00168. Driver: AGUS SUYANTO
6a4aae69-572b-4234-859c-a965ce8b045e,11c1e218-45af-4f7b-935e-0b3019f402e4,2026-03-16 00:00:00,"982F+9R Lumbungrejo, Sleman Regency, Special Region of Yogyakarta",200,AB 8839 UF,120ml : 200,DELIVERED,,2026-03-16 04:31:53.194,2026-03-16 04:31:53.323,Auto generated dari transaksi TRX-2026-00169. Driver: LATHIEF NUR S
99641771-791b-4110-adad-5036a50de56f,403c3fbb-feef-4016-860d-cd22cfb7061b,2026-03-16 00:00:00,"JL MENTERI SUPENO NO.1OO, PANDEYAN, UMBULHARJO, DIY 55161",10,AB 8446 AY,,DELIVERED,,2026-03-16 04:47:58.517,2026-03-16 04:47:58.669,Auto generated dari transaksi TRX-2026-00171. Driver: AGUS SUYANTO
35df20b2-8985-4c0a-afc9-7221aa386f63,c8e98315-d00f-491c-91a5-0f34f120151c,2026-03-16 00:00:00,"JL TAMAN SISWA NO 35, WIROGUNAN, MERGANGSAN, DIY 55151",3,AB 8446 AY,,DELIVERED,,2026-03-16 04:49:34.703,2026-03-16 04:49:34.943,Auto generated dari transaksi TRX-2026-00172. Driver: AGUS SUYANTO
86a5c3a7-9076-4d0e-b315-ac21b1e93815,2a940550-f02a-4c90-8f18-9ca57ff02dfb,2026-03-16 00:00:00,"Jl. Babarsari No.24, Tambak Bayan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",3,AB 8098 PK,,DELIVERED,,2026-03-16 05:33:33.491,2026-03-16 05:33:33.644,Auto generated dari transaksi TRX-2026-00173. Driver: AKHMAD KHOIRUL BARIUSYAFI
0387ad17-ffa5-45e4-9552-1e955aca5f65,b4a68513-a6e8-40e1-b41b-19bc6c1a3bb7,2026-03-16 00:00:00,"Jl. Ringroad Selatan No.133f, Tanjung, Bangunharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55188",6,AB 8446 AY,,PENDING,,2026-03-16 05:59:19.401,2026-03-16 05:59:19.401,Auto generated dari transaksi TRX-2026-00174. Driver: AGUS SUYANTO
a2e9dd37-c73b-42bb-9715-6817b415d772,81b25ef3-d1f0-4e13-875f-a935df6fc9e2,2026-03-16 00:00:00,"Jl. Ringroad Selatan, Giwangan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55163",8,AB 8446 AY,,PENDING,,2026-03-16 06:02:41.824,2026-03-16 06:02:41.824,Auto generated dari transaksi TRX-2026-00175. Driver: AGUS SUYANTO
b8a097b4-6fd3-4f30-8ed8-99b53cccc820,cecb5b24-d8f7-446d-b0b4-53a8f1b94e9f,2026-03-16 00:00:00,"BLAMBANGAN, JOGOTIRTIO, KEC. BERBAH, KAB. SLEMAN, DIY",51,AB 8098 PK,,DELIVERED,,2026-03-16 06:37:07.836,2026-03-16 06:37:08.011,Auto generated dari transaksi TRX-2026-00176. Driver: AKHMAD KHOIRUL BARIUSYAFI
25877ee8-69de-456a-8c1c-4acf25edccc9,7a26b18c-57eb-403f-9b0d-52ecf6b568e1,2026-03-16 00:00:00,"BOTOKENCENG, WIROKERTEN, BANGUNTAPAN, BANTUL, DIY 55194",3,AB 8446 AY,,DELIVERED,,2026-03-16 06:40:25.631,2026-03-16 06:40:25.802,Auto generated dari transaksi TRX-2026-00177. Driver: AGUS SUYANTO
